GeneID	GSM4749051	GSM4749056	GSM4749073
388762	0	0	0
127059	0	0	0
391194	0	0	0
127062	0	0	0
26245	0	0	0
391195	0	0	0
127064	0	0	0
391196	0	0	0
127066	0	0	0
127074	0	0	0
254879	0	0	0
26696	0	0	0
81458	0	0	0
401992	0	0	0
105373279	0	0	0
343173	0	0	0
105373277	0	0	0
401993	0	0	0
391211	0	0	0
343563	0	0	0
127068	0	0	0
127069	0	0	0
127077	0	0	0
403244	0	0	0
403239	0	0	0
401994	0	0	0
101928226	0	0	0
646627	0	0	0
107985747	0	0	0
80851	4	0	1
100422879	0	0	0
79894	0	0	3
55657	0	0	1
267002	2	0	1
100189199	51	103	237
100189409	687	1589	1488
107987362	0	0	0
105379854	0	0	0
105379521	0	0	0
101060632	0	0	0
107987363	0	0	0
102724250	2	1	4
107987364	0	0	0
105379523	0	0	0
107987365	0	0	0
107987366	0	0	0
102724562	0	0	0
105379524	6865	5561	8462
107987367	0	1	0
440570	1	2	0
107987368	1	2	0
642273	0	0	3
105373324	0	0	0
26751	5	1	2
52	6	4	7
285016	0	0	1
101927262	0	0	0
105373346	0	0	0
105373350	0	0	0
105373351	0	0	0
727944	0	0	0
100996637	0	0	0
101927362	0	0	0
105373352	0	0	0
129787	1	1	4
105373354	0	0	0
105373479	0	0	0
105373358	0	0	0
105373480	0	0	0
105373392	0	0	0
339822	0	0	0
101060385	0	0	0
105373481	0	0	1
101060391	0	0	0
54221	0	0	0
105373359	0	0	0
7173	0	0	0
102723730	0	0	0
7837	9	10	1
23040	0	0	0
107985838	0	0	0
730811	0	0	0
105373389	0	0	0
107985839	0	0	0
105373390	0	0	0
101927554	0	0	0
107985840	0	0	0
7260	1	0	3
51112	10	4	3
55256	5	0	6
246243	3	2	4
100506054	0	0	0
6201	15	9	14
78989	0	0	0
55821	0	0	0
105373393	0	0	0
728597	0	0	0
100505964	0	0	0
105373394	0	0	0
105373395	0	0	0
105373397	0	0	0
107985841	0	0	0
727982	0	0	0
105373398	0	0	0
105373399	0	0	0
107985842	0	0	0
107985843	0	0	0
102723818	0	0	0
6664	21	7	0
112268411	0	0	0
105373400	0	0	0
150622	2	0	0
102465693	0	0	0
400940	0	0	0
105373401	0	0	0
101929390	0	0	0
105373402	0	0	0
107985844	0	0	0
107985845	0	0	0
102800315	0	0	0
102800314	0	0	0
102466235	0	0	0
400941	0	0	0
105373404	0	0	0
104326052	0	0	0
129607	2	2	3
91543	5	2	0
386597	0	0	0
9781	6	5	2
101929452	0	0	0
107985847	0	0	0
105373406	0	0	0
100506274	0	0	0
105373407	0	0	0
101929510	0	0	0
107985848	0	0	0
101929531	1	0	0
105373408	0	0	0
101929861	0	0	0
105373409	0	0	0
101929551	0	0	0
339788	0	0	0
339789	0	0	0
101929567	0	0	0
105373411	0	0	0
100506299	0	0	0
3398	1	4	2
107985849	0	0	0
57498	8	7	9
129642	1	2	5
105373414	0	0	0
105373416	0	0	0
105373415	0	0	0
105373417	0	0	0
100506317	0	0	0
8853	3	2	3
107985851	0	0	0
9270	5	6	1
51692	0	2	8
285148	3	4	10
6868	6	7	13
107985850	0	0	0
101929643	0	0	0
10971	12	6	12
105373418	0	0	0
105373419	0	0	0
100996549	0	0	0
105373421	0	0	0
9014	3	1	2
105373422	1	0	0
29841	5	2	0
107985852	0	0	0
112268412	0	0	1
101929882	0	0	0
8462	3	0	1
192668	0	0	0
6241	1	1	10
100422929	0	0	0
105373424	0	0	0
101929691	0	0	0
3241	0	0	0
4953	9	4	9
100302743	3	3	6
101929715	0	0	0
105373426	0	0	0
79954	2	3	3
106479524	0	0	0
245973	4	4	4
105373428	0	0	0
10130	19	14	23
101929733	0	0	0
3754	0	0	1
285150	0	0	0
130813	0	0	0
130814	4	3	9
9475	6	7	13
100874055	0	0	0
105373429	0	0	0
1876	3	0	7
9687	1	2	11
100616469	0	0	0
23620	0	0	0
23175	3	1	5
100506405	0	0	0
101929752	0	0	0
100422862	0	0	0
105373430	0	0	0
100422996	0	0	0
100506457	0	0	0
105373433	0	0	0
105373432	0	0	0
100500884	0	0	0
105373431	0	0	0
107985853	0	0	0
28951	4	3	2
100422986	0	0	0
100506474	0	0	0
105373436	0	0	0
105373484	0	0	0
105373437	0	0	0
105373485	0	0	0
105373438	0	0	0
107985854	0	0	0
100499171	0	0	0
151354	2	0	0
51594	2	5	9
105373440	0	0	0
1653	3	3	6
101926966	0	0	0
103752554	0	0	0
10408	0	0	0
4613	1	0	0
104797537	0	0	0
105373443	0	0	0
107985855	0	0	0
105373444	0	0	0
81553	3	1	1
107985806	0	0	0
105373447	0	0	0
105373448	0	0	0
729475	0	0	0
7447	1	0	0
79677	4	3	11
348654	5	1	2
105373449	0	1	0
343930	0	0	0
112267888	0	0	0
3790	1	1	1
105373451	0	0	0
105373454	0	0	0
100526794	1	1	0
57665	1	1	1
105373456	0	1	0
93034	0	0	0
400945	0	0	0
105373455	1	0	0
100616307	0	0	0
130497	0	1	0
101928196	0	0	0
105373458	0	0	0
105373460	0	0	0
105373459	0	0	0
105373461	0	0	0
400946	0	0	0
130502	0	0	0
57539	1	0	8
101928222	0	0	0
4148	0	2	1
9741	36	17	27
105373463	0	0	0
107985807	0	0	0
6382	19	5	6
23369	31	4	36
105373465	0	0	0
388	17	9	25
107985856	0	0	0
102724948	0	0	0
64342	1	0	0
100874343	0	0	0
105373466	0	0	0
151449	2	0	0
60526	2	0	0
101928271	0	0	0
338	0	0	0
100129278	0	0	0
105374317	0	0	0
105374318	0	0	0
100507562	0	0	0
107984020	0	0	0
101929230	0	0	0
645949	0	0	0
105374320	0	0	0
105374322	0	0	0
102723362	0	0	0
107985857	0	0	0
101929251	0	0	0
107985792	0	0	0
107985859	0	0	0
107985858	0	0	0
102723389	0	0	0
105374323	0	0	0
114818	0	0	0
105374325	0	0	0
102723401	0	0	0
54454	9	0	6
165324	2	0	2
388931	0	0	0
80304	1	0	1
2281	1	2	0
51639	2	3	0
375190	0	0	0
9540	0	1	0
375189	0	0	0
105374328	0	0	0
653140	0	0	0
50618	13	2	11
105374329	0	0	0
8648	2	2	2
391356	0	0	1
105369164	0	0	0
79172	5	1	4
109	2	1	1
105377626	0	0	0
51277	1	1	1
729723	0	0	0
22979	0	0	1
5443	0	0	0
106144568	0	0	0
1788	11	4	8
100302246	0	0	0
1838	5	1	1
101929272	0	0	0
105374332	0	0	0
55252	15	4	9
3797	2	2	1
10890	18	8	15
105374333	0	0	0
150946	0	0	0
3030	6	5	7
3032	2	3	1
105374334	0	0	0
165082	0	0	0
85465	9	2	21
92749	0	0	0
9381	0	0	0
339778	0	0	0
130106	0	0	0
3777	0	0	0
54978	3	4	1
1058	3	0	0
56896	0	0	0
22924	0	0	2
100129724	0	0	0
54867	4	3	5
100874031	0	0	0
100189022	740	247	480
60509	4	1	3
100128731	5	3	3
11117	3	1	3
3795	1	0	0
10669	1	0	0
84696	0	0	0
10113	2	0	0
339779	0	0	0
150921	0	0	0
8884	4	2	4
51374	3	0	1
790	3	2	7
7781	0	0	0
285126	0	0	0
57159	0	0	0
7349	0	0	0
4358	0	0	2
2976	4	2	4
100505624	0	1	1
105374363	1	0	0
8890	1	0	1
9784	8	0	4
130557	1	0	0
5496	3	0	1
2498	2	1	1
29959	7	4	6
200634	0	0	0
26160	4	1	2
64838	0	1	1
2646	0	0	0
84226	1	0	0
84450	4	0	4
79635	0	0	0
11321	3	2	4
9913	5	1	4
22950	4	1	1
100129995	0	0	0
105374378	0	0	0
9553	0	0	2
64080	1	0	0
9577	1	1	1
100302650	0	0	0
105374369	0	0	0
100422965	0	0	0
100505736	0	0	0
100505716	1	0	0
105374381	0	0	0
105374382	0	0	0
105374383	0	0	0
403150	0	0	0
2355	16	11	12
102723530	0	0	0
151056	0	0	0
105374384	0	0	0
100505774	0	0	0
112267877	1	0	0
5500	37	28	37
245711	0	0	1
55006	1	3	3
23160	1	1	7
692209	568	337	497
26796	909	448	753
109617012	3131	1804	3512
165186	0	0	1
388939	0	0	0
105374386	0	0	0
79745	2	1	4
238	0	0	0
101929386	0	0	0
105374389	0	0	0
101929418	0	0	0
51646	5	4	8
105374414	0	0	0
109616960	1	5	1
81606	6	4	2
102723594	0	0	0
285043	0	0	0
253558	5	2	5
92291	4	1	2
105374435	0	0	0
79623	0	0	0
107985861	0	0	0
440854	0	0	0
30845	0	0	1
7498	0	0	0
6716	0	0	0
107985862	0	0	0
107985863	0	0	0
105374449	0	0	0
51072	5	3	6
84661	5	0	4
6683	7	3	3
55676	7	4	5
58484	0	0	0
84272	4	4	19
57448	35	17	53
693143	0	0	0
103752586	0	0	0
55622	3	0	2
100616219	0	0	0
285045	0	0	0
105374453	0	0	0
4052	8	5	5
100616136	0	0	0
25780	4	0	4
105374454	0	0	1
25940	4	1	2
105374455	0	0	0
107985864	0	0	0
104355287	0	0	0
151325	0	0	0
105374456	0	0	0
106144585	0	0	0
105374457	0	0	0
105374459	0	0	0
104355288	0	0	0
107985865	0	0	0
105374458	0	0	0
105374461	0	0	0
107985808	0	0	0
100616475	0	0	0
107985866	0	0	0
100288911	0	0	0
51232	13	7	3
9637	5	3	4
5212	0	0	0
6801	4	2	10
54497	2	3	12
253635	0	0	2
5610	20	12	18
391365	0	0	0
100505876	1	2	5
10153	4	5	4
55471	0	3	7
23683	3	5	4
101929542	0	0	0
25797	0	0	0
107985868	0	0	0
105374464	0	0	0
10602	3	6	4
107985870	0	0	0
105374465	0	0	0
107985869	0	0	0
101929559	0	0	0
151393	3	9	3
101410544	0	0	0
107985872	0	0	0
1545	7	31	4
105374466	0	0	0
285154	0	0	0
107985871	0	0	0
102723739	0	0	0
105374467	0	0	0
64225	10	13	16
105374468	0	0	0
100996902	0	0	0
101929596	0	0	0
92906	3	3	6
130589	0	1	1
6432	12	4	15
79833	1	0	0
90957	3	3	3
105374470	0	0	0
729967	0	1	1
100271715	0	0	0
105374471	0	0	0
375196	0	0	0
6654	9	11	11
344387	0	0	0
8491	4	4	9
728730	0	0	0
130733	0	0	0
80745	1	1	3
112268436	0	0	0
100128590	0	0	0
6546	0	2	1
101929667	0	0	0
105374473	0	0	0
105374475	0	0	0
105374497	0	0	0
105374491	0	0	0
101929700	0	0	0
105374506	0	0	1
388942	0	0	0
101929723	0	0	0
400950	0	0	0
105374517	0	0	0
91461	0	0	0
105374531	0	0	0
102723824	0	0	0
27436	19	6	24
107985874	0	1	0
107985873	0	0	0
9167	5	5	4
105374537	0	0	0
170850	0	0	0
57504	1	4	6
105374555	0	0	0
165140	0	0	0
23498	0	1	1
107985875	0	0	1
100189265	0	0	1
105374567	0	0	0
105374568	0	0	0
112268413	0	0	0
102723854	0	0	0
107985876	0	0	0
100506047	0	0	0
105374570	0	0	0
678	36	15	34
100129726	0	0	0
63892	4	2	6
107985877	0	0	0
130271	2	2	1
728819	0	1	0
51626	2	2	1
105374571	0	0	0
64240	0	0	0
64241	0	0	0
102725159	0	0	0
10128	13	10	32
102723904	0	0	0
5495	10	1	15
6519	2	2	2
9581	3	4	5
79823	2	4	5
107985878	1	0	1
105374573	0	0	0
107985879	0	0	0
100506108	0	0	0
6496	0	0	0
10736	0	0	0
107985809	0	0	0
400952	0	0	0
105374576	0	0	0
105374577	0	0	0
55133	4	2	1
102724965	0	1	0
5581	1	5	3
105374580	0	1	0
101926974	0	0	0
105374581	0	0	0
2034	10	31	16
105374582	0	0	0
101805491	0	0	0
388946	0	0	0
90423	0	0	0
23433	4	11	6
100506142	0	0	0
5281	1	1	0
9419	1	2	4
105374584	1	0	1
9655	7	3	2
388948	0	0	0
100134259	0	0	0
107985880	0	0	0
90411	2	3	5
57217	2	1	0
285051	0	0	0
805	39	36	69
101927043	0	0	0
105374588	0	0	0
107985882	0	0	0
618	0	4	6
4072	6	4	17
693144	0	0	0
4436	3	5	4
56660	0	0	0
644093	0	0	0
440864	0	0	0
105374589	0	0	0
2956	9	3	21
80204	7	14	16
100506235	0	0	0
105374590	0	0	0
105374592	0	0	0
105374591	0	0	0
105374593	0	0	0
102724008	0	0	0
3344	4	1	7
129285	1	1	2
286749	0	0	0
11037	2	0	0
11036	0	0	0
3973	0	0	0
105374594	0	0	0
2492	0	0	0
102465854	0	0	0
107985810	0	0	0
105374595	0	0	0
9378	0	0	0
101927089	0	0	0
103504737	0	0	0
730100	0	0	0
105377627	0	0	0
105374597	0	0	0
107985766	0	0	0
105374596	0	0	0
105374598	0	0	0
107985883	0	0	0
100616431	0	0	0
105369165	0	0	0
105374600	0	0	0
105374601	0	0	0
51130	2	1	1
100302652	2	1	1
494143	0	0	0
27248	11	4	7
112268415	1	2	2
100500850	0	1	0
10936	1	0	0
23198	12	6	16
98	0	0	1
105374615	0	0	0
388951	0	0	0
105374610	1	1	0
129852	0	0	0
102724072	0	0	0
6711	14	35	32
105374640	0	1	1
56969	0	0	0
105374653	0	0	0
400954	7	9	9
105374667	1	0	1
57142	20	27	27
105374662	0	0	0
105374674	1	0	0
130162	2	0	2
6233	12	11	22
4528	6	1	7
344405	0	0	0
55704	10	3	4
112942	1	2	0
57223	10	4	9
107985885	0	0	0
87178	0	1	7
107985811	0	0	0
112268416	0	0	0
2202	5	9	2
105374690	0	0	0
104355290	0	0	0
406999	0	0	0
406998	0	0	0
100126319	0	0	0
101927165	0	0	0
100129434	0	0	1
107985795	0	0	0
114800	0	0	2
101927213	0	0	0
107985886	0	0	0
105377632	0	0	0
101927235	0	0	0
105374697	0	0	0
105377628	0	0	1
7444	6	4	9
105374726	0	0	0
107984043	0	0	0
55120	2	1	5
105374744	0	0	0
400955	0	0	0
101927285	0	0	0
105374754	0	0	0
106660609	0	0	0
100616473	0	0	0
102724142	0	0	0
53335	4	0	1
64895	2	1	6
400957	0	0	0
5966	12	6	19
150962	3	2	1
5194	2	4	6
84542	2	2	0
105374759	0	0	0
339803	1	0	0
339804	0	0	0
105374758	0	0	0
130872	7	2	10
9736	30	18	44
100124537	0	0	0
105377633	0	0	0
7514	26	17	57
107985767	0	0	0
105374760	0	0	0
84140	0	0	0
10575	8	6	3
150684	1	0	1
107985768	0	0	0
10678	11	2	7
100847087	0	0	0
105374761	0	0	0
105374764	0	0	0
200728	0	0	0
23301	2	9	2
100132215	3	2	3
5013	0	1	0
100169989	0	0	0
51057	1	0	1
107985769	0	0	0
4190	10	11	3
7360	7	7	12
51542	6	8	9
57162	6	2	5
150992	0	0	0
100507006	0	0	0
105374768	0	0	0
105374769	0	0	0
102465833	0	0	0
100616265	0	0	0
105374771	1	0	0
29094	0	1	1
105374774	0	0	0
105374773	1	0	2
101927402	1	0	0
54812	6	3	5
100616419	0	0	0
105374772	2	0	0
339807	0	0	0
9792	4	2	7
105374775	0	0	0
105374777	0	0	0
105374776	0	0	0
101927438	0	0	0
400958	0	0	0
107985888	0	0	0
107984063	0	0	0
6509	4	2	5
102724233	0	0	1
23177	2	2	2
5861	20	16	14
10097	35	27	40
200734	4	3	5
105374780	0	0	0
105374781	0	0	0
107985889	0	0	0
105369167	0	0	0
101927533	0	0	0
105369168	0	0	0
107985890	0	0	0
107985812	0	0	0
100616464	0	0	0
729348	0	0	0
730198	0	0	0
4211	0	0	0
100873998	0	0	0
100507073	0	0	0
101927577	0	0	0
101060019	0	0	0
102724321	0	0	0
105374785	0	0	0
102800447	0	0	0
644838	0	0	0
101927661	0	0	0
54465	1	1	4
107985891	0	0	0
105374786	0	0	0
102724373	0	0	0
101927701	0	0	0
10438	1	1	2
105374789	0	0	0
116143	3	0	0
56902	2	2	2
5534	14	3	20
107985892	0	0	0
25927	3	0	1
102724389	0	0	0
101927723	1	0	1
5341	6	2	6
554251	0	0	0
200558	0	0	0
10887	0	0	0
9938	1	0	4
105374790	0	0	0
105374791	0	0	0
107985893	0	0	0
27302	0	0	0
105374792	0	0	0
107985894	0	0	0
200504	0	0	0
56287	0	0	0
84168	25	16	9
100423030	0	0	0
2673	14	9	22
27247	0	1	3
22848	11	7	11
112268437	2	1	1
100124535	6	2	9
307	6	7	2
107985770	0	0	0
64395	5	0	5
11017	1	0	2
4084	5	2	3
151516	0	0	1
400960	1	1	0
5093	17	4	11
100133985	0	0	0
54980	0	0	0
7072	11	5	20
100189231	55	42	43
100302268	0	0	0
51449	5	7	10
6637	0	1	4
84908	1	0	0
7039	1	1	1
100874273	0	0	0
107985895	0	0	0
119	0	0	0
105374794	0	0	0
344018	0	0	0
165530	1	0	0
50489	0	0	1
104355141	0	0	0
25806	0	0	0
525	0	0	0
101927750	0	0	0
105374795	0	0	1
79998	2	1	0
113419	9	1	2
105374796	0	0	0
79315	0	0	1
55577	2	1	2
84693	0	0	0
10199	2	2	7
400961	0	2	0
105374797	0	0	0
27332	15	8	19
8291	3	4	0
107985896	0	0	0
105374798	0	0	0
56603	1	2	1
23233	4	1	1
6697	1	1	0
2016	0	0	0
94097	2	0	0
107985897	0	0	1
105374800	0	0	0
26056	1	0	2
344022	0	0	0
10322	0	0	1
84279	0	0	1
10574	11	6	8
150726	1	0	4
1961	0	0	0
105374802	0	0	1
105374803	0	0	0
105374804	0	0	0
7840	4	8	6
100874291	0	0	0
9027	0	0	0
200420	0	0	0
112268418	0	0	0
51471	0	0	0
51002	0	0	1
8446	2	0	2
388960	0	0	0
105374807	0	0	0
10617	1	2	6
112268419	0	0	0
72	0	0	0
1716	5	1	0
100874048	0	1	1
200424	7	6	2
107985898	0	0	0
388962	0	1	0
100507171	0	0	0
55233	12	11	25
10797	6	9	7
57835	1	0	3
1639	1	5	4
100189589	0	0	0
388963	0	1	0
84058	0	0	2
6242	0	1	1
100532735	0	0	2
83444	0	0	1
23559	0	1	1
7841	3	1	0
116540	1	0	2
84865	1	0	1
64427	0	1	0
85474	0	0	0
151534	2	0	1
84759	1	0	1
3196	0	0	0
165545	0	0	0
550	0	3	2
27429	0	1	2
84695	0	1	2
1796	0	0	0
130951	1	0	0
10505	1	0	2
105374808	0	0	1
102724497	0	0	0
102724482	0	0	0
3099	3	5	0
102724515	0	0	0
105374809	0	0	0
101927861	0	0	0
56655	0	0	1
6869	0	2	0
100846995	0	0	0
105374811	0	0	0
105374812	0	0	0
107985900	0	0	0
105374810	0	0	0
84141	0	0	0
101927884	0	0	0
9801	8	2	5
6936	8	1	4
105374813	0	0	0
105374814	0	0	0
80059	0	0	0
105374815	0	0	0
101927907	0	0	0
101927967	0	0	0
101927926	0	0	0
105374817	0	0	0
100170221	0	0	0
105374816	0	0	0
101927948	0	0	0
105374820	0	0	0
105374819	0	0	0
105374821	0	0	0
105374822	0	0	0
130120	0	0	0
5968	0	0	0
5967	0	0	0
5969	0	0	0
5068	0	0	0
107985902	0	0	0
105374823	0	0	0
101927987	0	0	0
1496	0	0	0
100422888	0	0	0
102465877	0	0	0
107985903	0	0	0
347730	0	0	0
107985904	0	0	0
105374824	0	0	0
105374827	0	0	0
100507201	0	0	0
102724542	0	0	0
105374828	0	0	0
105374829	0	0	0
105374831	0	0	0
1720	0	0	0
105374832	0	0	0
105374833	0	0	0
105374834	0	0	0
101928031	0	0	0
107985905	0	0	0
388965	0	0	0
8802	1	3	1
1768	1	0	0
107985906	0	0	0
129293	0	0	0
105374837	0	0	0
105374836	0	1	1
9168	29	40	28
105374838	0	1	0
56888	5	4	2
100996478	0	0	0
83439	0	1	0
100874334	0	0	0
102724579	0	0	0
105374839	0	0	0
100996506	0	0	0
10618	18	9	15
54884	4	1	2
84173	0	0	0
822	6	2	1
105374841	0	0	0
284948	0	0	0
100630918	0	0	0
4144	15	4	17
2677	2	1	4
8673	4	1	4
10791	0	0	1
51255	1	2	0
129303	1	0	0
10713	2	1	2
388969	2	0	4
6439	0	0	0
105374842	0	0	0
10578	1	0	1
84913	0	0	0
102466516	0	0	0
284950	0	0	0
8869	1	1	5
101928113	0	0	0
112268420	0	0	0
105374843	0	0	0
25885	4	7	2
55037	6	6	6
692225	134	99	139
10989	3	1	10
100616159	0	0	0
51318	4	2	3
65055	0	0	0
55818	7	4	11
100526767	3	1	4
51652	3	1	4
105374845	1	0	0
7844	5	4	8
64795	11	3	10
925	0	2	1
105374846	1	0	0
926	1	0	0
100286979	0	0	3
400966	7	2	2
5343	0	1	0
285074	1	0	2
107985772	0	0	0
102724642	1	0	2
100616370	0	0	0
107985771	0	0	0
105374847	0	0	0
107985908	0	0	0
105374848	2	0	0
105377635	0	0	0
101928173	0	0	2
112597	2	4	1
101928152	1	0	1
107985909	0	0	1
100616499	0	0	0
101928214	2	0	0
730268	1	0	2
5342	0	1	0
729857	3	2	1
105374851	0	0	0
105374852	6	3	3
51315	2	1	2
150572	0	0	0
100616447	0	0	0
2168	0	0	0
101928347	0	0	0
55258	1	0	0
344167	0	0	0
200523	0	0	0
101928371	0	1	0
9451	4	3	1
101928403	0	0	0
102724805	0	0	0
22934	0	1	1
105374853	0	0	0
645784	3	2	5
105374855	0	0	0
100616399	0	0	0
105374854	0	0	0
3514	466	105	329
28946	33	0	0
28947	1	0	0
28948	10	0	1
28949	1	0	11
28950	2	2	15
28908	34	9	37
28907	1	0	0
28905	0	0	0
28929	0	0	0
28299	28	1	17
28943	4	0	1
28915	1	0	0
28942	2	0	0
28941	6	1	1
28928	0	0	0
28914	8	1	4
28940	12	0	1
28939	3	0	1
28927	0	0	0
28913	4	1	1
28938	3	0	1
28937	2	0	3
28926	0	0	0
28925	0	0	0
28912	16	4	6
28906	0	0	0
28936	0	0	0
28924	0	0	0
28923	1	0	0
28911	0	0	0
28922	0	0	0
28935	1	0	3
28921	2	1	9
28920	1	0	0
107985910	0	0	0
28919	5	0	2
28910	0	0	0
28934	0	0	0
28933	3	1	3
28909	0	0	0
28932	0	0	0
28918	0	0	0
28931	1	0	0
28917	0	0	0
28930	18	2	6
28916	3	0	6
107985911	0	0	0
101927050	0	0	0
105374862	0	0	0
28878	7	0	12
28893	29	5	9
28879	0	0	0
28894	2	0	0
28880	0	0	0
28895	0	0	0
28871	0	0	0
28896	4	1	4
28897	0	0	1
28872	0	0	0
28881	9	0	0
28882	1	0	0
28883	4	2	18
28898	2	0	2
28884	0	0	0
28873	0	0	0
28885	0	0	0
28886	0	0	0
28899	0	0	0
28870	0	0	0
28874	29	6	16
28887	0	0	0
28888	0	0	0
28869	0	0	0
28900	1	0	3
28901	8	0	1
28875	2	1	0
28889	0	0	0
28902	5	0	2
28903	14	1	1
28876	10	1	5
28890	0	0	0
28892	1	1	1
28891	5	0	0
28904	6	1	2
28877	1	0	0
101060017	0	0	0
101930047	0	0	0
101926969	0	0	0
654342	0	0	0
107985798	0	0	0
105374868	0	0	0
645367	0	0	0
440888	0	0	0
728034	0	0	0
107985915	0	0	0
100133920	0	0	0
100509620	0	0	0
107985916	0	0	0
90499	0	0	0
729171	0	0	0
442028	0	0	0
150483	0	0	0
105373487	0	0	0
4118	0	0	0
105373488	0	0	0
64969	2	0	0
84874	2	1	1
7549	0	0	0
150696	7	2	1
30818	0	0	0
51011	0	0	2
653192	0	0	0
107985917	1	0	0
129868	0	0	0
105373490	0	0	0
101926959	0	0	0
105373492	0	0	0
150759	0	1	3
400986	8	3	9
729234	0	0	1
150763	0	0	1
105373493	0	0	0
105373494	0	0	0
151	0	0	0
431705	0	0	0
1844	0	0	0
56910	6	5	3
285033	0	1	0
109623481	0	0	0
55654	4	1	2
9391	2	2	9
23020	26	7	34
150771	0	0	0
23397	2	1	2
93082	0	0	0
105373496	0	0	0
10865	0	1	1
55683	6	0	4
90342	0	0	0
81562	3	1	1
26504	2	2	3
100422928	0	1	0
100506036	0	0	0
26505	1	2	1
200539	0	0	0
51239	0	0	0
54910	0	0	0
51252	0	0	0
101927053	0	0	0
151313	0	0	1
375248	9	4	20
100506076	0	0	0
107985920	0	0	0
100506123	0	0	0
57730	5	3	10
105373499	0	0	0
1329	1	0	2
10120	0	0	1
728537	0	0	0
7535	0	0	0
23505	6	5	10
107985921	0	0	0
105373501	0	0	0
200403	0	0	0
1261	0	0	0
3631	5	1	4
493753	0	0	5
25972	3	4	1
11320	28	7	36
107985922	0	0	0
101927070	0	0	0
343990	1	0	1
80705	1	1	2
150590	0	0	0
51601	0	1	0
129531	1	1	2
51263	1	4	1
254773	0	0	0
129530	0	0	1
10190	2	1	3
107985923	0	0	0
9669	9	13	14
51455	3	0	5
3899	0	0	7
105373504	0	0	1
112268421	0	0	1
150577	0	0	0
164832	1	0	0
9486	0	0	0
129521	0	0	0
105373506	0	0	0
79031	1	0	1
105373507	0	0	0
107985814	0	0	0
107985924	0	0	0
105375310	0	1	0
105373508	0	0	0
4862	3	1	0
101927142	0	0	0
6160	20	19	47
11138	5	3	5
105373510	1	0	1
100506286	0	0	1
55571	4	1	4
105373511	0	0	1
284996	351	241	362
692205	348	235	353
105373512	0	0	0
100847007	0	0	0
200407	0	0	0
731220	0	1	0
107985925	0	0	0
105373514	0	0	0
9448	11	18	11
100506328	0	0	0
7850	0	0	0
107985926	0	1	0
3554	6	9	1
8808	0	0	0
9173	1	0	0
8809	1	2	0
8807	1	0	0
100616157	0	0	0
389015	0	0	0
6549	1	0	0
84804	0	1	3
130827	1	0	1
105373518	0	0	0
105373519	0	0	0
105373520	0	0	0
107985927	0	0	0
107985928	0	0	0
105373521	0	0	0
105373523	0	0	0
105373522	0	0	0
100287010	0	0	0
101927331	0	0	0
150568	0	0	0
101927360	0	0	0
105373524	0	0	0
105373525	0	0	0
105373526	0	0	0
101927383	0	0	0
284998	0	0	0
100506421	0	0	0
5455	0	0	0
102682016	0	0	0
102724691	0	0	0
64965	0	1	1
101927492	0	0	0
105373527	0	0	0
105373984	0	0	0
105373528	0	0	0
11250	0	0	0
9392	3	1	4
100506473	0	0	2
79074	3	1	1
2274	1	2	5
105373529	0	0	0
105375311	0	0	0
285000	0	0	0
107985929	0	0	0
8440	0	4	3
105373530	0	0	0
105373531	0	0	0
84417	1	0	0
80146	3	2	4
107985930	0	0	0
402096	0	0	1
285189	0	0	0
653489	1	1	3
105373534	0	0	0
107985931	0	0	0
927	1	0	0
102724744	0	0	0
84620	2	0	0
105373535	0	0	0
105373536	0	0	0
105373538	0	0	0
105373537	0	0	0
105373539	0	0	0
104326057	0	0	0
729121	0	0	0
285190	2	3	3
60482	0	0	0
107178918	0	0	0
102724774	0	0	0
442038	0	0	0
6819	1	0	0
151234	0	0	0
27233	0	0	1
9648	6	8	23
644903	0	0	0
3987	7	5	4
106182118	0	0	0
5903	19	14	29
165055	1	0	1
10913	0	0	0
100287216	0	0	0
344558	0	1	0
100422863	0	0	0
100423027	0	0	0
107985773	0	0	0
151011	2	5	2
65124	3	0	2
105373545	0	0	0
107985774	0	0	0
100506563	0	0	0
84220	4	3	6
102724848	0	0	0
100271835	1	0	0
96626	2	0	0
105373547	0	0	0
440895	0	0	0
440894	0	1	0
112268438	0	0	0
105373985	0	0	0
107985775	0	0	0
105373548	0	0	0
105373549	0	0	0
105373986	0	0	0
100422994	0	0	0
7851	1	1	0
100616123	0	0	0
4867	0	0	0
205251	1	0	0
100507334	0	0	0
100847033	0	0	0
105373551	0	0	0
107985776	0	0	0
105375809	0	0	0
151009	0	2	0
100288695	1	2	0
100288570	0	0	0
105373552	0	0	0
102724875	0	0	0
729540	2	2	4
105373553	0	0	0
699	1	1	0
106635550	0	0	0
105373554	0	0	0
55289	0	0	0
400997	0	0	0
10018	4	3	5
541471	1	3	0
101927283	0	0	0
100616341	0	0	0
105373557	0	0	1
105373559	0	0	0
107985933	0	0	0
64682	4	1	5
100616165	0	0	0
10461	0	1	2
84910	15	2	13
105373560	1	0	1
129804	0	4	1
84524	1	1	2
376940	5	2	6
727851	2	3	5
150465	6	4	0
105373562	0	0	0
84172	2	3	8
101927330	0	0	0
84269	0	1	0
107985934	0	0	0
400999	0	0	0
6574	1	7	7
102724955	0	0	0
284958	0	0	0
150468	0	0	2
3552	0	0	0
3553	1	0	0
